id,grupo,modelo_ciego,descripcion,A_fidelidad,B_iconografia,C_completitud,n_alucinaciones,notas
2_10,dibujos_clasicos,M7909_69,ERROR,0,0,0,0,
1_05,solo_texto,M2341_54,ERROR,0,0,0,0,
1_10,solo_texto,M8353_59,ERROR,0,0,0,0,
3_06,personajes_ilustres,M4622_25,"Texto propio de la etiqueta:
- OCR original: VINO QUINADO Santa Teresa BODEGAS SANCHO, S.A. FUNDADA EN 1812 PUERTO DE SANTA MARIA LIT HURTADO JEREZ
- Lectura visual corregida: VINO QUINADO Santa Teresa BODEGAS SANCHO, S.A. FUNDADA EN 1812 PUERTO DE SANTA MARIA LIT. HURTADO JEREZ
- Correcciones realizadas: Añadido punto tras la abreviatura de litografía (LIT.).
- Texto dudoso: No se aprecia
- Texto incompleto: No se aprecia

Nombre del producto:
- VINO QUINADO

Marca principal:
- Santa Teresa

Bodega, fabricante, distribuidor o razón comercial:
- BODEGAS SANCHO, S.A.

Tipo de producto visible:
- VINO QUINADO

Lugar, procedencia o denominación visible:
- PUERTO DE SANTA MARIA

Añada visible:
- No se aprecia

Premios, medallas, exposiones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- 1812 (fecha de fundación)

Variedad, clase o categoría del vino:
- No se aprecia

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Retrato de una figura religiosa en un medallón circular.

Personajes, figuras o seres representados:
- Una monja o figura religiosa con hábito.

Animales representados:
- No se aprecia

Objetos visibles:
- No se aprecia

Vestimenta, accesorios o atributos:
- Hábito religioso de color claro y velo oscuro.

Elementos vegetales o agrícolas:
- No se aprecia

Elementos naturales no vegetales:
- Cielo o fondo nublado dentro del medallón.

Paisaje, arquitectura o entorno:
- No se aprecia

Elementos decorativos:
- Ornamentación de volutas y filigranas en color dorado.
- Marco circular que encierra el retrato.
- Franja vertical azul que contiene el nombre de la marca.

Sellos, escudos, medallas, premios, monedas o logotipos:
- No se aprecia

Fondo:
- Fondo de color crema o beige con motivos ornamentales.

Colores predominantes:
- Crema, azul, dorado, blanco, negro y rojo.

Marco, borde o forma de la etiqueta:
- Etiqueta rectangular con diseño asimétrico por la franja azul.

Tipografía y disposición del texto:
- Texto ""VINO QUINADO"" en disposición vertical con tipografía con remates y contorno rojo.
- Texto ""Santa Teresa"" en disposición vertical sobre franja azul con tipografía blanca con remates.
- Texto ""BODEGAS SANCHO, S.A."" y resto de información en disposición vertical con tipografía negra con remates.

Texto marginal, firma, imprenta o litografía:
- LIT. HURTADO JEREZ

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Se observa un ligero desgaste en los bordes y una pequeña mancha o marca en la parte superior.

Calidad de la digitalización:
- Buena, con nitidez en los elementos gráficos y textuales.

Estilo visual:
- Estilo de litografía clásica con ornamentación barroca o neoclásica.

Observaciones visuales:
- La composición presenta una fuerte verticalidad.
- El uso de la franja azul crea un contraste cromático con el fondo crema.
- La ornamentación de volutas rodea el medallón central y los bloques de texto.
- El texto principal presenta un efecto de relieve mediante contornos de color.

Inferencias controladas para búsqueda:
- La etiqueta pertenece a una bodega con sede en Puerto de Santa María.
- El diseño sugiere una etiqueta de estilo antiguo o tradicional.

Descripción semántica ampliada para búsqueda:
- Etiqueta de vino quinado con diseño clásico.
- Presenta el nombre de la marca Santa Teresa sobre una franja azul vertical.
- Incluye un retrato de una figura religiosa con hábito dentro de un medallón circular.
- La ornamentación consiste en volutas y filigranas doradas sobre fondo crema.
- El texto ""VINO QUINADO"" aparece en letras grandes con contorno rojo.
- Se menciona la bodega BODEGAS SANCHO, S.A. y su fundación en 1812.
- La tipografía es de estilo con remates, con disposición vertical de los elementos.
- La etiqueta contiene una referencia a la litografía de Hurtado Jerez.

Descriptores para búsqueda:
- vino quinado; Santa Teresa; Bodegas Sancho; Puerto de Santa María; etiqueta antigua; litografía; retrato religioso; monja; hábito; volutas; ornamentación; diseño clásico; color azul; color crema; color dorado; tipografía vertical; 1812; Hurtado Jerez; etiqueta vinícola; elemento decorativo; filigrana; medallón; composición vertical; vino tradicional; España.",5,5,5,0,
4_09,etiquetas_actuales,M1369_88,**Texto propio,0,0,0,0,
5_05,animales,M1965_94,ERROR,0,0,0,0,
5_04,animales,M9133_43,"Texto propio de la etiqueta:
- OCR original: IBERIA VERY OLD FULL CREAM SHERRY JEREZ. SANCHEZ ROMATE H.OS. R.E. 232 - CA PRODUCE OF SPAIN
- Lectura visual corregida: IBERIA VERY OLD FULL CREAM SHERRY JEREZ. SANCHEZ ROMATE H.OS. R.E. 232 - CA PRODUCE OF SPAIN
- Correcciones realizadas: No se han realizado correcciones significativas; se ha mantenido la disposición vertical del texto.
- Texto dudoso: No se aprecia.
- Texto incompleto: No se aprecia.

Nombre del producto:
- No se aprecia.

Marca principal:
- IBERIA

Bodega, fabricante, distribuidor o razón comercial:
- SANCHEZ ROMATE H.OS.

Tipo de producto visible:
- VERY OLD FULL CREAM SHERRY

Lugar, procedencia o denominación visible:
- JEREZ.
- PRODUCE OF SPAIN

Añada visible:
- No se aprecia.

Premios, medallas, expos𝗹osiciones o concursos visibles:
- No se aprecia.

Fechas visibles no asociadas a añada:
- No se aprecia.

Variedad, clase o categoría del vino:
- Cream Sherry

Graduación, volumen u otros datos técnicos:
- R.E. 232 - CA

Imagen o escena principal:
- Una escena de tauromaquia con un torero y un toro.

Personajes, figuras o seres representados:
- Un torero.

Animales representados:
- Un toro.

Objetos visibles:
- No se aprecia.

Vestimenta, accesorios o atributos:
- Traje de luces con detalles en amarillo y azul.
- Capote de color rojo y amarillo.

Elementos vegetales o agrícolas:
- No se aprecia.

Elementos naturales no vegetales:
- No se aprecia.

Paisaje, arquitectura o entorno:
- No se aprecia.

Elementos decorativos:
- Escudo heráldico en la parte superior izquierda.

Sellos, escudos, medallas, premios, monedas o logotipos:
- Escudo de armas con corona.

Fondo:
- Fondo de color ocre/amarillento con textura de puntos.

Colores predominantes:
- Rojo, amarillo, azul, marrón, ocre.

Marco, borde o forma de la etiqueta:
- Rectangular.

Tipografía y disposición del texto:
- Texto dispuesto verticalmente en el lateral izquierdo y en la parte inferior derecha. Tipografía con remates (serif).

Texto marginal, firma, impuesta o litografía:
- No se aprecia.

Marcas externas de archivo o digitalización:
- No se aprecia.

Estado de conservación visible:
- Se observa una textura granulada propia de la impresión antigua o de la digitalización.

Calidad de la digitalización:
- Buena, con nitidez en los elementos gráficos.

Estilo visual:
- Ilustración de estilo clásico/tradicional.

Observaciones visuales:
- La composición presenta una fuerte orientación vertical.
- El toro se encuentra en una posición dinámica, aparentemente embistiendo.
- El escudo heráldico corona la parte superior de la composición textual.
- La ilustración utiliza un estilo de coloración por puntos o trama.

Inferencias controladas para búsqueda:
- La etiqueta pertenece a una bodega de Jerez.
- La iconografía sugiere una temática española tradicional.

Descripción semántica ampliada para búsqueda:
- Etiqueta de producto vinícola de la marca IBERIA.
- Ilustración de una escena de tauromaquia con un toro y un torero.
- El texto indica que es un Cream Sherry de la bodega Sanchez Romate.
- Incluye un escudo heráldico en la parte superior.
- La composición utiliza colores intensos como rojo, amarillo y azul.
- La tipografía es clásica con remates y está dispuesta verticalmente.
- La etiqueta menciona la procedencia de España y la localidad de Jerez.
- Estilo visual de litografía o impresión antigua con trama de puntos.

Descriptores para búsqueda:
- IBERIA; Cream Sherry; Sanchez Romate; Jerez; España; Tauromaquia; Toro; Torero; Escudo; Heráldica; Traje de luces; Capote; Rojo; Amarillo; Azul; Ocre; Etiqueta antigua; Ilustración clásica; Producto vinícola; Sherry; Muy viejo; Muy antiguo; Tradición española; Litografía; Tipografía vertical; R.E. 232 - CA; Produce of Spain.",5,5,5,0,
2_02,dibujos_clasicos,M2199_61,ERROR,0,0,0,0,
5_10,animales,M6924_49,"Texto propio de la etiqueta:
- OCR original: JEREZ APERITIVO VIGOR MANUEL FERNANDEZ JEREZ DE LA FRONTERA (SPAIN)
- Lectura visual corregida: JEREZ APERITIVO VIGOR MANUEL FERNANDEZ JEREZ DE LA FRONTERA (SPAIN)
- Correcciones realizadas: No se realizaron correcciones.
- Texto dudoso: No se aprecia
- Texto incompleto: No se aprecia

Nombre del producto:
- No se aprecia

Marca principal:
- VIGOR

Bodega, fabricante, distribuidor o razón comercial:
- MANUEL FERNANDEZ

Tipo de producto visible:
- JEREZ APERITIVO

Lugar, procedencia o denominación visible:
- JEREZ DE LA FRONTERA (SPAIN)

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- No se aprecia

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Un león rampante sosteniendo un pergamino.

Personajes, figuras o seres representados:
- No se aprecia

Animales representados:
- León.

Objetos visibles:
- Pergamino.

Vestimenta, accesorios o atributos:
- No se

Elementos vegetales o agrícolas:
- No se aprecia

Elementos naturales no vegetales:
- No se aprecia

Paisaje, arquitectura o entorno:
- No se aprecia

Elementos decorativos:
- Borde dorado.
- Pergamino con bordes ondulados.

Sellos, escudos, medallas, premios, monedas o logotipos:
- No se aprecia

Fondo:
- Rojo con textura granulada.

Colores predominantes:
- Rojo, dorado, blanco y marrón.

Marco, borde o forma de la etiqueta:
- Forma de escudo o blasón con borde dorado.

Tipografía y disposición del texto:
- Texto dispuesto de forma radial y vertical siguiendo la forma de la etiqueta. Tipografía con remates (serif) en color blanco y dorado.

Texto marginal, firma, imprenta o litografía:
- No se aprecia

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Se observa desgaste en los bordes y pérdida de color en algunas zonas.

Calidad de la digitalización:
- Buena, con nitidez en los elementos gráficos.

Estilo visual:
- Estilo heráldico y publicitario clásico.

Observaciones visuales:
- El león está representado en posición rampante.
- El texto ""JEREZ APERITIVO"" sigue la curvatura del borde derecho.
- El nombre ""MANUEL FERNANDEZ"" está dispuesto verticalmente en el lado izquierdo.
- El fondo presenta una textura que sugiere papel antiguo o desgaste.
- El uso del color dorado en el borde y en el texto aporta un aspecto de calidad.

Inferencias controladas para búsqueda:
- El producto es un aperitivo de tipo Jerez.
- La procedencia es la ciudad de Jerez de la Frontera, España.

Descripción semántica ampliada para búsqueda:
- Etiqueta de producto vinícola o aperitivo de la marca Vigor.
- La etiqueta presenta una composición heráedica con un león rampante.
- El león sostiene un pergamino con el nombre de la marca.
- El diseño incluye texto dispuesto en sentido vertical y curvo.
- Los colores predominantes son el rojo intenso y el dorado.
- La tipografía es de estilo clásico con remates.
- La etiqueta hace referencia a Jerez de la Frontera, España.
- El estilo visual es propio de la publicidad comercial antigua.

Descriptores para búsqueda:
- Vigor; Manuel Fernandez; Jerez Aperitivo; Jerez de la Frontera; España; León; León rampante; Pergamino; Escudo; Etiqueta antigua; Etiqueta vinícola; Tipografía serif; Color rojo; Color dorado; Heráldica; Animal; Publicidad antigua; Producto de Jerez; España; Aperitivo; Diseño clásico; Elemento gráfico; Ilustración de león; Borde dorado; Texto vertical; Texto curvo.",5,5,5,0,
5_01,animales,M6823_90,ERROR,0,0,0,0,
5_06,animales,M4575_95,"**Texto propio de la etiqueta:**  
- **OCR original:** GRAN PONCHE; BODEGA; JEREZANA; PUERTO REAL  
- **Texto corregido:** GRAN PONCHE; BODEGA JEREZANA; PUERTO REAL  
- **Correcciones:** ""BODEGA"" y ""JEREZANA"" están unidas en el sello circular (OCR las separó incorrectamente).  
- **Texto dudoso:** No se aprecia texto ambiguo.  
- **Texto incompleto:** No se observa texto truncado.  

**Nombre del producto:** GRAN PONCHE  
**Marca principal:** GRAN PONCHE  
**Bodega, fabricante, distribuidor o razón comercial:** BODEGA JEREZANA  
**Tipo de producto visible:** No se aprecia (no aparece ""Vino"", ""Sherry"", etc., explícitamente).  
**Fechas visibles no asociadas a añada:** No se aprecia.  
**Sellos, escudos, medallas, premios, monedas o logotipos:** Sello circular con ""BODEGA JEREZANA"" (estilo heráldico).  

**Observaciones visuales:**  
1. La ilustración central muestra una figura humana montada en un caballo, con un fondo paisajístico que incluye montañas y un cielo nublado.  
2. El texto ""GRAN PONCHE"" está en mayúsculas, tipografía serif, centrado en la parte superior, con un borde decorativo ornamental.  
3. El sello circular ""BODEGA JEREZANA"" tiene un diseño heráldico con bordes dentados y un fondo oscuro.  
4. La inscripción ""PUERTO REAL"" se ubica en la base, en tipografía sans-serif, con un ligero efecto de sombra.  
5. El deterioro visible incluye pequeñas manchas en el borde derecho y una ligera descoloración en el sello.  
6. La composición es simétrica, con la figura central equilibrada por el paisaje y el texto.  

**Inferencias controladas para búsqueda:**  
- La presencia de ""JEREZANA"" sugiere una conexión con la región de Jerez, conocida por su producción de vinos fortificados, pero no se confirma textualmente.  
- El estilo visual corresponde a etiquetas vinícolas históricas de mediados del siglo XX, con ilustración y tipografía tradicional.  

**Descripción semántica ampliada para búsqueda:**  
Etiqueta vinícola antigua con ilustración central de figura humana montada en caballo, paisaje montañoso y cielo nublado. Texto principal ""GRAN PONCHE"" en tipografía serif, sello circular ""BODEGA JEREZANA"" con diseño heráldico, y ""PUERTO REAL"" en base. Elementos decorativos: bordes ornativos, sombreado suave. Estilo visual clásico, con simetría y detalles históricos en la composición. Contexto visual asociado a etiquetas comerciales de vinos fortificados de la región de Jerez.  

**Descriptores para búsqueda:**  
GRAN PONCHE; BODEGA JEREZANA; PUERTO REAL; etiqueta vinícola; ilustración histórica; figura humana montada; caballo; paisaje montañoso; cielo nublado; sello circular; diseño heráldico; tipografía serif; deterioro ligero; manchas; descoloración; simetría; ornamento decorativo; vino fortificado; etiqueta antigua; mediados siglo XX; Jerez; región vitivinícola; texto comercial; texto principal; texto secundario; sello; logotipo; ornamento; borde dentado; sombreado; texto en mayúsculas; texto en sans-serif; etiqueta comercial; etiqueta vinícola histórica; ilustración clásica; estilo tradicional; contexto vitivinícola; región de Jerez; vino fortificado; etiqueta de vino; etiqueta de sherry; etiqueta de Jerez; etiqueta de vino fortificado; etiqueta de vino español; etiqueta de vino antigua; etiqueta de vino tradicional; etiqueta de vino clásica; etiqueta de vino heráldico; etiqueta de vino ornamental; etiqueta de vino con ilustración; etiqueta de vino con paisaje; etiqueta de vino con figura humana; etiqueta de vino con caballo; etiqueta de vino con montaña; etiqueta de vino con cielo nublado; etiqueta de vino con sello circular; etiqueta de vino con texto principal; etiqueta de vino con texto secundario; etiqueta de vino con deterioro; etiqueta de vino con manchas; etiqueta de vino con descoloración; etiqueta de vino con simetría; etiqueta de vino con ornamento; etiqueta de vino con borde dentado; etiqueta de vino con sombreado; etiqueta de vino con texto en mayúsculas; etiqueta de vino con texto en sans-serif; etiqueta de vino",5,4,5,0,
1_09,solo_texto,M6627_58,"Texto propio de la etiqueta:  
**Texto propio de la etiqueta:**  
- **Texto propio de la etiqueta:**  
  - **Texto propio de la etiqueta:**  
    - **Texto propio de la etiqueta:**  
      - **Texto propio de la etiqueta:**  
        - **Texto propio de la etiqueta:**  
          - **Texto propio de la etiqueta:**  
            - **Texto propio de la etiqueta:**  
              - **Texto propio de la etiqueta:**  
                - **Texto propio de la etiqueta:**  
                  - **Texto propio de la etiqueta:**  
                    - **Texto propio de la etiqueta:**  
                      - **Texto propio de la etiqueta:**  
                        - **Texto propio de la etiqueta:**  
                          - **Texto propio de la etiqueta:**  
                            - **Texto propio de la etiqueta:**  
                              - **Texto propio de la etiqueta:**  
                                - **Texto propio de la etiqueta:**  
                                  - **Texto propio de la etiqueta:**  
                                    - **Texto propio de la etiqueta:**  
                                      - **Texto propio de la etiqueta:**  
                                        - **Texto propio de la etiqueta:**  
                                          - **Texto propio de la etiqueta:**  
                                            - **Texto propio de la etiqueta:**  
                                              - **Texto propio de la etiqueta:**  
                                                - **Texto propio de la etiqueta:**  
                                                  - **Texto propio de la etiqueta:**  
                                                    - **Texto propio de la etiqueta:**  
                                                      - **Texto propio de la etiqueta:**  
                                                        - **Texto propio de la etiqueta:**  
                                                          - **Texto propio de la etiqueta:**  
                                                            - **Texto propio de la etiqueta:**  
                                                              - **Texto propio de la etiqueta:**  
                                                                - **Texto propio de la etiqueta:**  
                                                                  - **Texto propio de la etiqueta:**  
                                                                    - **Texto propio de la etiqueta:**  
                                                                      - **Texto propio de la etiqueta:**  
                                                                        - **Texto propio de la etiqueta:**  
                                                                          - **Texto propio de la etiqueta:**  
                                                                            - **Texto propio de la etiqueta:**  
                                                                              - **Texto propio de la etiqueta:**  
                                                                                - **Texto propio de la etiqueta:**  
                                                                                  - **Texto propio de la etiqueta:**  
                                                                                    - **Texto propio de la etiqueta:**  
                                                                                      - **Texto propio de la etiqueta:**  
                                                                                        - **Texto propio de la etiqueta:**  
                                                                                          - **Texto propio de la etiqueta:**  
                                                                                            - **Texto propio de la etiqueta:**  
                                                                                              - **Texto propio de la etiqueta:**  
                                                                                                - **Texto propio de la etiqueta:**  
                                                                                                  - **Texto propio de la etiqueta:**  
                                                                                                    - **Texto propio de la etiqueta:**  
                                                                                                      - **Texto propio de la etiqueta:**  
                                                                                                        - **Texto propio de la etiqueta:**  
                                                                                                          - **Texto propio de la etiqueta:**  
                                                                                                            - **Texto propio de la etiqueta:**  
                                                                                                              - **Texto propio de la etiqueta:**  
                                                                                                                - **Texto propio de la etiqueta:**  
                                                                                                                  - **Texto propio de la etiqueta:**  
                                                                                                                    - **Texto propio de la etiqueta:**  
                                                                                                                      - **Texto propio de la etiqueta:**  
                                                                                                                        - **Texto propio de la etiqueta:**  
                                                                                                                          - **Texto propio de la etiqueta:**  
                                                                                                                            - **Texto propio de la etiqueta:**  
                                                                                                                              - **Texto propio de la etiqueta:**  
                                                                                                                                - **Texto propio de la etiqueta:**  
                                                                                                                                  - **Texto propio de la etiqueta:**  
                                                                                                                                    - **Texto propio de la etiqueta:**  
                                                                                                                                      - **Texto propio de la etiqueta:**  
                                                                                                                                        - **Texto propio de la etiqueta:**  
                                                                                                                                          - **Texto propio de la etiqueta:**  
                                                                                                                                            - **Texto propio de la etiqueta:**  
                                                                                                                                              - **Texto propio de la etiqueta:**  
                                                                                                                                                - **Texto propio de la etiqueta:**  
                                                                                                                                                  - **Texto propio de la etiqueta:**  
                                                                                                                                                    - **Texto propio de la etiqueta:**  
                                                                                                                                                      - **Texto propio de la etiqueta:**  
                                                                                                                                                        - **Texto propio de la etiqueta:**  
                                                                                                                                                          - **Texto propio de la etiqueta:**  
                                                                                                                                                            - **Texto propio de la etiqueta:**  
                                                                                                                                                              - **Texto propio de la etiqueta:**  
                                                                                                                                                                - **Texto propio de la etiqueta:**  
                                                                                                                                                                  - **Texto propio de la etiqueta:**  
                                                                                                                                                                    - **Texto propio de la etiqueta:**  
                                                                                                                                                                      - **Texto propio de la etiqueta:**  
                                                                                                                                                                        - **Texto propio de la etiqueta:**  
                                                                                                                                                                          - **Texto propio de la etiqueta:**  
                                                                                                                                                                            - **Texto propio de la etiqueta:**  
                                                                                                                                                                              - **Texto propio de la etiqueta:**  
                                                                                                                                                                                - **Texto propio de la etiqueta:**  
                                                                                                                                                                                  - **Texto propio de la etiqueta:**  
                                                                                                                                                                                    - **Texto propio de la etiqueta:**  
                                                                                                                                                                                      - **Texto propio de la etiqueta:**  
                                                                                                                                                                                        - **Texto propio de la etiqueta:**  
                                                                                                                                                                                          - **Texto propio de la etiqueta:**  
                                                                                                                                                                                            - **Texto propio de la etiqueta:**  
                                                                                                                                                                                              - **Texto propio de la etiqueta:**  
                                                                                                                                                                                                - **Texto propio de la etiqueta:**  
                                                                                                                                                                                                  - **Texto propio de la etiqueta:**  
                                                                                                                                                                                                    - **Texto propio de la etiqueta:**  
                                                                                                                                                                                                      - **Texto propio de la etiqueta:**  
                                                                                                                                                                                                        - **Texto propio de la etiqueta:**",0,0,0,0,
1_07,solo_texto,M2542_6,"Texto propio de la etiqueta: 
- OCR original: ANIS SUPERIOR LIT. CARLOS SABADELL. S. PABLO, 17. BARNA.
- Lectura visual corregida: ANIS SUPERIOR LIT. CARLOS SABADELL. S. PABLO, 17. BARNA.
- Correcciones realizadas: Ninguna. La imagen coincide con el OCR.
- Texto dudoso: No se aprecia.
- Texto incompleto: No se aprecia.

Nombre del producto:
- Anis

Marca principal:
- No se aprecia

Bodega, fabricante, distribuidor o razón comercial:
- Lit. Carlos Sabadell

Tipo de producto visible:
- No se aprecia

Lugar, procedencia o denominación visible:
- Barna. (posible abreviatura de Barcelona)

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- Superior

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Ilustración de un elemento decorativo central que parece ser un cuenco o cesta con motivos vegetales.

Personajes, figuras o seres representados:
- No se aprecia

Animales representados:
- No se aprecia

Objetos visibles:
- Un cuenco o cesta con diseño ornamental.

Vestimenta, accesorios o atributos:
- No se aprecia

Elementos vegetales o agrícolas:
- Hojas de vid o motivos foliaলেes.
- Racimos de uvas o frutos similares.

Elementos naturales no vegetales:
- No se aprecia

Paisaje, arquitectura o entorno:
- No se aprecia

Elementos decorativos:
- Marco ornamental compuesto por guirnaldas de hojas y frutos.
- Motivos vegetales que rodean el texto.

Sellos, escudos, medallas, premios, monedas o logotipos:
- No se aprecia

Fondo:
- Color crema o amarillento con textura de papel.

Colores predominantes:
- Crema, azul, dorado/ocre y rojo.

Marco, borde o forma de la etiqueta:
- Rectangular con borde decorativo de guirnaldas.

Tipografía y disposición del texto:
- Texto ""ANIS"" en tipografía de palo seco, gruesa y de color rojo.
- Texto ""SUPERIOR"" en tipografía de palo seco, azul, en posición invertida respecto a la lectura normal de la imagen.
- Texto de la imprenta en la parte superior (orientación invertida).

Texto marginal, firma, imprenta o litografía:
- LIT. CARLOS SABADELL. S. PABLO, 17. BARNA.

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Se observa la etiqueta orientada de forma incorrecta (rotada 180 grados) respecto a la lectura convencional.

Calidad de la digitalización:
- Buena.

Estilo visual:
- Estilo de litografía comercial clásica.

Observaciones visuales:
- La etiqueta presenta una disposición de elementos con una rotación de 1lag 180 grados.
- El marco decorativo es simétrico y rodea todo el perímetro del texto central.
- El uso del color rojo para la palabra principal crea un contraste fuerte con el azul y el fondo crema.
- Los elementos vegetales presentan detalles en tonos azules y ocres.

Inferencias controladas para búsqueda:
- La abreviatura ""Barna."" sugiere la ciudad de Barcelona.

Descripción semántica ampliada para búsqueda:
- Etiqueta comercial de producto anisado.
- Diseño con tipografía de estilo clásico en colores rojo y azul.
- Marco ornamental compuesto por guirnaldas de hojas y frutos.
- Elementos decorativos de estilo litográfico con motivos vegetales.
- Fondo de color crema con textura de papel antiguo.
- Texto central con la palabra ANIS en letras rojas.
- Presencia de texto de imprenta indicando Lit. Carlos Sabadell en Barcelona.
- Composición simétrica con elementos foliares rodeando el cuerpo de texto.

Descriptores para búsqueda:
- Anis; etiqueta antigua; litografía; Carlos Sabadell; Barcelona; Barna; motivo vegetal; guirnalda; hojas; frutos; color azul; color rojo; color crema; tipografía clásica; diseño ornamental; etiqueta comercial; producto espirituoso; decoración foliar; marco decorativo; papel antiguo; ilustración clásica; elementos agrícolas; diseño simétrico.",5,5,5,0,
2_07,dibujos_clasicos,M4943_16,"Texto propio de la etiqueta:
- OCR original:
Edwardo Floride Buir
JEREZ TRES CORTADOS
CHIPIONA (CADIZ).
LIT. J. BENITEZ - CADIZ.
- Lectura visual corregida:
Eduardo Morillo Ruiz
JEREZ TRES CORTADOS
CHIPIONA (CADIZ).
LIT. J. BENITEZ - CADIZ.
- Correcciones realizadas:
Corrección de ""Edwardo Floride Buir"" por ""Eduardo Morillo Ruiz"" tras contrastar con la imagen.
- Texto dudoso:
No se aprecia
- Texto incompleto:
No se aprecia

Nombre del producto:
- Tres Cortados

Marca principal:
- No se aprecia

Bodega, fabricante, distribuidor o razón comercial:
- Eduardo Morillo Ruiz

Tipo de producto visible:
- Jerez Tres Cortados

Lugar, procedencia o denominación visible:
- Chipiona (Cadiz)

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- No se aprecia

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- No se aprecia

Personajes, figuras o seres representación:
- No se aprecia

Animales representados:
- No se aprecia

Objetos visibles:
- No se aprecia

Vestimenta, accesorios o atributos:
- No se aprecia

Elementos vegetales o agrícolas:
- No se aprecia

Elementos naturales no vegetales:
- No se aprecia

Paisaje, arquitectura o entorno:
- No se aprecia

Elementos decorativos:
- Monograma o monograma con letras entrelazadas.

Sellos, escudos, medallas, premios, monedas o logotipos:
- Monograma decorativo con letras entrelazadas.

Fondo:
- Fondo de color claro, posiblemente crema o blanco envejecido.

Colores predominantes:
- Negro y rojo.

Marco, borde o forma de la etiqueta:
- No se aprecia

Tipografía y disposición del texto:
- Texto en la parte superior en mayúsculas con una línea de texto en rojo.
- Texto central en tipografía cursiva caligráfica de gran tamaño.
- Texto en la parte inferior en mayúsculas.
- Disposición centrada.

Texto marginal, firma, imprenta o litografía:
- LIT. J. BENITEZ - CADIZ.

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Se observa una ligera decoloración o tono amarillento propio del papel antiguo.

Calidad de la digitalización:
- Buena, con nitidez en los trazos tipográficos.

Estilo visual:
- Estilo de litografía comercial antigua.

Observaciones visuales:
- El nombre principal presenta una caligrafía cursiva muy elaborada y fluida.
- Existe un contraste cromático entre el texto negro y el texto en color rojo.
- El monograma se sitúa en la parte inferior de la composición.
- La disposición del texto es vertical y centrada.

Inferencias controlamente para búsqueda:
- Se infiere que se trata de una etiqueta o impreso publicitario de un producto de Jerez.

Descripción semántica ampliada para búsqueda:
- Etiqueta de producto vinícola antigua.
- Texto con mención a Jerez Tres Cortados.
- Tipografía caligráfica cursiva de gran tamaño.
- Elementos de litografía con texto en color rojo y negro.
- Referencia a la localidad de Chipiona, Cádiz.
- Presencia de un monograma decorativo entrelazado.
- Estilo de impresión comercial de época.
- Composición centrada con elementos tipográficos variados.

Descriptores para búsqueda:
- Jerez; Tres Cortados; Chipiona; Cádiz; Eduardo Morillo Ruiz; litografía; etiqueta antigua; tipografía cursiva; monograma; letras entrelazadas; texto rojo; texto negro; producto vinícola; impreso comercial; litografía J. Benítez; España; denominación de Jerez; estilo caligráfico; diseño clásico; elemento decorativo; papel antiguo.",5,5,5,0,
